par,lado,R,neta,tam,prof,cierre,hora,rr
EURUSD,-1,0.10473815461349202,0.0690773067331914,0.44053819444444137,1.1822660098522098,0.7931034482758168,8,0.10473815461349202
EURUSD,1,1.0956719817767875,1.0630979498861262,1.137566137566107,0.7829457364341426,0.06782945736431431,12,1.0956719817767875
EURUSD,-1,1.4716981132077764,1.2018867924530183,0.2795180722891175,0.12931034482768686,0.3275862068964494,0,1.4716981132077764
EURUSD,-1,-1.0,-1.0821839080459734,0.8510638297872657,0.47965116279066183,0.026162790697715887,16,1.9252873563217356
EURUSD,-1,-1.0,-1.0947019867549592,1.3183113183113349,0.07858546168957817,0.21807465618863614,0,2.6357615894036757
EURUSD,-1,-1.0,-1.032062780269059,2.582957567348818,0.1262309758281042,0.27305282005371745,12,1.820627802690599
EURUSD,1,0.5661450924609058,0.5458036984353009,1.7115488884872783,0.1626187961985069,0.5797254487856328,8,0.5661450924609058
EURUSD,-1,0.0710280373831868,0.044299065420569814,0.4165481944839193,0.9556313993174925,0.8703071672354734,4,0.0710280373831868
EURUSD,1,-1.0,-1.0379310344827604,0.8003897550111594,0.13739130434779592,0.5182608695652015,8,0.7347480106101557
EURUSD,1,0.7981220657277289,0.7309859154929861,0.3211313250349967,0.7568807339448971,0.22018348623854145,20,0.7981220657277289
EURUSD,1,-1.0,-1.1028776978417265,1.0165413533834435,0.18343195266274445,0.02218934911240757,4,4.755395683453233
EURUSD,1,-1.0,-1.0317073170731705,0.8367760835273893,0.06283662477559565,0.7468581687612003,4,0.3126385809312925
EURUSD,-1,0.8132956152757871,0.7930693069306672,1.5483953458636714,0.058629232039654804,0.5251857968620978,8,0.8132956152757871
EURUSD,1,-1.0,-1.0213432835820897,1.19574844995573,0.5068783068782813,0.20211640211640655,12,1.1253731343283855
EURUSD,-1,2.1212121212120123,1.9767676767675746,0.32213163650824206,0.2716049382716557,0.13580246913578217,0,2.1212121212120123
EURUSD,-1,-1.0,-1.061904761904761,0.7561699173136581,0.08848080133554342,0.297161936560946,16,1.8225108225108158
EURUSD,-1,-1.0,-1.0468852459016393,0.8715272881116997,0.04207119741099091,0.45145631067961756,20,1.111475409836068
EURUSD,1,0.31431159420290794,0.3013586956521832,1.7952674897119294,0.03939828080229595,0.7514326647564404,16,0.31431159420290794
EURUSD,-1,1.2056303549571483,1.1881272949816282,1.5041639974375518,0.5349233390119077,0.16098807495742384,20,1.2056303549571483
EURUSD,1,-1.0,-1.0396121883656497,2.1023312140478416,0.03225806451613564,0.17569124423963076,16,3.9639889196674782
EURUSD,1,3.818181818181451,3.688181818181463,0.6250385255501614,0.045364891518727135,0.17159763313611956,20,3.818181818181451
EURUSD,1,-1.0,-1.0258122743682305,1.0874893131946282,0.175052410901476,0.4056603773584998,16,1.023465703971072
EURUSD,-1,-1.0,-1.052767527675277,0.7106829130065171,0.08612440191387323,0.3460925039872418,20,1.5129151291512943
EURUSD,-1,0.6479338842974961,0.6242975206611329,0.7534510256833333,0.4554744525547447,0.4277372262773853,4,0.6479338842974961
EURUSD,-1,-1.0,-1.0183333333333333,1.4139941690962035,0.18924889543446063,0.3851251840942634,12,1.0705128205127983
EURUSD,1,26.000000000002775,25.642500000002734,1.1040609137055857,0.034482758620681585,0.003831417624524903,16,26.000000000002775
EURUSD,-1,-1.0,-1.0416909620991248,1.0238054655985425,0.1354051054384022,0.24528301886793058,0,1.982507288629688
EURUSD,-1,0.7077625570776359,0.6859969558599798,1.0035005834305823,0.24252491694350958,0.48504983388704376,8,0.7077625570776359
EURUSD,1,1.6732673267326248,1.6378712871286647,1.0202975365897693,0.27508854781581454,0.20188902007085063,16,1.6732673267326248
EURUSD,-1,-1.0,-1.0510714285714302,0.6862109222986144,0.3100189035916557,0.21928166351607678,20,1.4750000000000336
EURUSD,-1,-1.0,-1.1153225806451492,0.7197909862834623,0.15789473684213495,0.06715063520870924,0,4.145161290322084
EURUSD,-1,0.9324324324323665,0.8841216216215569,0.6813897118233023,0.13043478260872046,0.4545454545454625,8,0.9324324324323665
EURUSD,-1,-1.0,-1.050175438596491,1.538338016860684,0.14718162839247628,0.15031315240084756,16,2.8561403508771086
EURUSD,-1,-1.0,-1.0668224299065412,0.684733667487889,0.0049627791563600825,0.5260545905706976,20,0.8925233644860051
