R,neta,mot,rgo,hniv,izq,velas,pos,i
-1.0,-1.242784380305623,SL,5.889999999999507,23,0,46,0.4384328358209068,EURUSD
2.0,1.8643263757115607,TP,10.539999999998884,16,0,50,1.144801980198005,EURUSD
2.0,1.709880300263756,TP,4.929000000000183,16,0,28,0.4417582417582377,EURUSD
-1.0,-1.1147488364628493,SL,12.461999999999751,17,13,22,1.039976133651548,EURUSD
2.0,1.8678251224697253,TP,10.81899999999969,23,0,86,0.3382352941177335,EURUSD
-1.0,-1.1497695852534684,SL,9.547999999999224,23,3,92,0.014705882353037216,EURUSD
2.0,1.6608159392788657,TP,4.215999999999109,23,0,35,-0.2867647058822665,EURUSD
-1.0,-1.158519011196095,SL,9.021000000000168,22,13,15,-1.625,EURUSD
-1.0,-1.0835670874240342,SL,17.111999999999128,22,17,62,-0.005813953488367089,EURUSD
-1.0,-1.0835670874240342,SL,17.111999999999128,13,18,62,-0.005813953488367089,EURUSD
2.0,1.8643263757115607,TP,10.539999999998884,17,13,52,0.9886086248982888,EURUSD
-1.0,-1.17741935483874,SL,8.059999999998624,17,0,14,0.8966639544345084,EURUSD
2.0,1.8511966701352742,TP,9.609999999999896,17,1,43,1.0414971521562257,EURUSD
2.0,1.9211469534050238,TP,18.135000000001344,8,76,84,1.1781936533767414,EURUSD
-1.0,-1.0983561455395827,SL,14.53900000000008,8,0,60,1.1326281529698967,EURUSD
-1.0,-1.1569014702655054,SL,9.114000000001177,8,3,32,0.6437810945273676,EURUSD
-1.0,-1.0723025583982233,SL,19.777999999999185,8,0,50,0.3512437810945344,EURUSD
-1.0,-1.0723025583982233,SL,19.777999999999185,17,0,50,0.3512437810945344,EURUSD
-1.0,-1.1072768192047988,SL,13.330000000000286,17,0,24,0.6736318407960215,EURUSD
2.0,1.6904091794760128,TP,4.6189999999990405,23,0,12,-0.28855721393036377,EURUSD
-1.0,-1.2635944700460284,SL,5.425000000001123,23,0,13,-0.04952215464812797,EURUSD
-1.0,-1.2635944700460284,SL,5.425000000001123,22,0,13,-0.04952215464812797,EURUSD
-1.0,-1.0835670874240342,SL,17.111999999999128,22,0,94,0.0017376194613493306,EURUSD
-1.0,-1.0867087072520059,SL,16.491999999999063,23,0,82,0.043440486533463184,EURUSD
2.0,1.7976796830786983,TP,7.0680000000011844,23,9,4,0.19548218940052647,EURUSD
2.0,1.8037062457103394,TP,7.284999999999098,23,0,53,0.13640312771503504,EURUSD
-1.0,-1.106288092760522,SL,13.45399999999941,1,12,33,0.2867072111207683,EURUSD
2.0,1.8693228547930307,TP,10.943000000001035,20,0,44,0.28844483058209835,EURUSD
2.0,1.8725717340937402,TP,11.221999999999621,1,0,32,0.12337098175501153,EURUSD
-1.0,-1.105077522227929,SL,13.609000000001092,10,0,34,-0.4569939183318645,EURUSD
-1.0,-1.1306771452069693,SL,10.943000000001035,10,1,91,0.23203124999999494,EURUSD
-1.0,-1.2635944700460284,SL,5.425000000001123,23,0,9,0.9034482758620606,EURUSD
-1.0,-1.187516391292931,SL,7.626000000000577,23,0,39,1.806896551723968,EURUSD
2.0,1.8487572712850413,TP,9.455000000000435,10,6,60,0.5793103448276369,EURUSD
-1.0,-1.1368814013592408,SL,10.447000000000095,22,0,23,2.8068965517238147,EURUSD
2.0,1.7465437788018,TP,5.641999999999037,20,0,43,1.0103578154425663,EURUSD
2.0,1.6751476601545585,TP,4.402000000001127,20,0,69,0.9595103578154494,EURUSD
-1.0,-1.1837810050122084,SL,7.781000000000038,10,41,51,1.1224105461393663,EURUSD
2.0,1.7043010752689025,TP,4.836000000001395,10,0,18,1.065913370998109,EURUSD
-1.0,-1.0979384973631892,SL,14.601000000000752,23,0,13,0.10546139359698702,EURUSD
-1.0,-1.1794903978913054,SL,7.966999999999835,23,0,11,0.11323763955344292,EURUSD
-1.0,-1.1108870967741935,SL,12.896000000000019,0,0,42,-0.061403508771923763,EURUSD
-1.0,-1.1108870967741935,SL,12.896000000000019,17,0,42,-0.061403508771923763,EURUSD
-1.0,-1.1845161290322652,SL,7.749999999999702,23,1,26,0.3938002296211304,EURUSD
2.0,1.8729227761486071,TP,11.253000000002178,23,5,74,0.324913892078084,EURUSD
2.0,1.8729227761486071,TP,11.253000000002178,0,8,74,0.324913892078084,EURUSD
2.0,1.8729227761486071,TP,11.253000000002178,17,8,74,0.324913892078084,EURUSD
-1.0,-1.2106348504934337,SL,6.789000000000378,23,1,40,0.4867967853042507,EURUSD
2.0,1.8562958496633382,TP,9.950999999999155,23,0,26,0.23536165327211347,EURUSD
2.0,1.8562958496633382,TP,9.950999999999155,17,10,26,0.23536165327211347,EURUSD
-1.0,-1.2155562255050167,SL,6.6339999999986965,19,21,20,0.06659012629162173,EURUSD
2.0,1.841480988803905,TP,9.021000000000168,0,0,13,0.06659012629162173,EURUSD
-1.0,-1.1547954102619937,SL,9.237999999998081,16,23,15,0.1630309988519173,EURUSD
-1.0,-1.1446051167964626,SL,9.888999999998482,19,0,30,-0.15499425947186718,EURUSD
-1.0,-1.1446051167964626,SL,9.888999999998482,16,1,30,-0.15499425947186718,EURUSD
-1.0,-1.496011099548666,SL,2.8830000000024114,16,1,5,0.23978919631092704,EURUSD
2.0,1.6396169354837473,TP,3.9679999999986393,16,0,38,0.33201581027666144,EURUSD
-1.0,-1.242784380305623,SL,5.889999999999507,19,0,32,0.16821345707655908,EURUSD
2.0,1.7893651495065663,TP,6.789000000000378,19,0,48,1.5873015873014362,EURUSD
2.0,1.7893651495065663,TP,6.789000000000378,23,0,48,1.5873015873014362,EURUSD
-1.0,-1.2050179211469483,SL,6.9750000000001755,11,0,37,12.904761904759185,EURUSD
-1.0,-1.1025089605734741,SL,13.950000000000351,16,0,14,0.9714003944773055,EURUSD
2.0,1.7634408602150133,TP,6.044999999998968,11,0,32,1.0493096646942746,EURUSD
2.0,1.7634408602150133,TP,6.044999999998968,16,1,32,1.0493096646942746,EURUSD
-1.0,-1.1082841132818322,SL,13.206000000001161,16,0,25,0.6089965397923811,EURUSD
2.0,1.8162189949877916,TP,7.781000000000038,16,0,4,0.2915224913494888,EURUSD
2.0,1.8061805367308241,TP,7.378000000000107,11,0,2,0.3840830449826984,EURUSD
2.0,1.7286527514231211,TP,5.269999999999442,11,0,72,0.2205882352941219,EURUSD
-1.0,-1.4707044107966305,SL,3.037999999999652,14,0,43,0.18425605536331857,EURUSD
-1.0,-1.3294930875575692,SL,4.340000000000455,14,1,12,0.09806451612904253,EURUSD
-1.0,-1.3294930875575692,SL,4.340000000000455,22,0,12,0.09806451612904253,EURUSD
-1.0,-1.435179549604366,SL,3.286000000000122,22,1,22,-0.03483870967741773,EURUSD
-1.0,-1.1721232546942892,SL,8.307999999999094,3,53,11,-0.1845161290322314,EURUSD
0.858678955453141,0.7540779752761204,fuera,13.670999999999545,3,0,82,0.4293948126801161,EURUSD
2.0,1.816948284690177,TP,7.811999999998154,22,0,19,2.809160305343606,EURUSD
-1.0,-1.1747311827956997,SL,8.183999999999969,3,52,32,3.274809160305465,EURUSD
-1.0,-1.2217741935483486,SL,6.4480000000011195,22,1,9,2.1679389312978032,EURUSD
-1.0,-1.1191964657831208,SL,11.996999999999147,3,1,46,4.267175572519324,EURUSD
2.0,1.8647242455775135,TP,10.57099999999922,10,0,80,1.6030534351145918,EURUSD
-1.0,-1.2041107622038103,SL,7.006000000000512,3,1,28,0.954198473282479,EURUSD
-1.0,-1.2041107622038103,SL,7.006000000000512,23,0,28,0.954198473282479,EURUSD
-1.0,-1.3442465093884868,SL,4.154000000000657,10,0,22,0.42736248236954455,EURUSD
-1.0,-1.1150349931622405,SL,12.431000000001635,23,0,77,-0.057827926657266444,EURUSD
-1.0,-1.1150349931622405,SL,12.431000000001635,23,32,77,-0.057827926657266444,EURUSD
-1.0,-1.1150349931622405,SL,12.431000000001635,0,31,77,-0.057827926657266444,EURUSD
-1.0,-1.2041107622038103,SL,7.006000000000512,23,0,13,0.08603667136812354,EURUSD
-1.0,-1.2041107622038103,SL,7.006000000000512,0,0,13,0.08603667136812354,EURUSD
-1.0,-1.205933179723507,SL,6.943999999999839,16,44,8,-0.31875881523271027,EURUSD
-1.0,-1.3521300172369717,SL,4.061000000001869,23,0,33,0.558533145275027,EURUSD
-1.0,-1.1890534108937094,SL,7.563999999999904,10,7,72,0.6699576868829343,EURUSD
-1.0,-1.1946372669116707,SL,7.34699999999977,23,0,35,0.5007052186177605,EURUSD
-1.0,-1.1553166069295107,SL,9.206999999999965,0,13,54,0.3794076163610812,EURUSD
-1.0,-1.0943333993007445,SL,15.159000000000145,23,18,39,0.23413258110013896,EURUSD
-1.0,-1.0943333993007445,SL,15.159000000000145,0,3,39,0.23413258110013896,EURUSD
2.0,1.7559310462535924,TP,5.85899999999917,3,0,13,0.9506346967559844,EURUSD
-1.0,-1.2865157283109105,SL,4.991000000000856,17,0,6,1.0338504936530348,EURUSD
-1.0,-1.3318635414250866,SL,4.308999999997898,16,15,5,0.9324473975636774,EURUSD
-1.0,-1.1133391455971973,SL,12.617000000001433,16,0,59,1.0620155038759567,EURUSD
2.0,1.8053627330883293,TP,7.34699999999977,12,0,30,1.1284606866002256,EURUSD
2.0,1.58064516129023,TP,3.409999999999247,10,0,36,0.625692137320055,EURUSD
-1.0,-1.2390105298345993,SL,5.982999999998295,23,0,18,0.16015132408573562,EURUSD
2.0,1.7422959091728354,TP,5.549000000000248,18,17,12,0.1349306431273525,EURUSD
-1.0,-1.2713472485768789,SL,5.269999999999442,23,0,18,0.013871374527119118,EURUSD
-1.0,-1.0890521858263738,SL,16.058000000001016,10,4,38,17.244444444442063,EURUSD
2.0,1.9073714211685509,TP,15.438000000000951,10,0,71,0.5009652509652466,EURUSD
-1.0,-1.1488033298647258,SL,9.609999999999896,16,0,25,0.21814671814672962,EURUSD
2.0,1.8725717340937402,TP,11.221999999999621,16,1,42,0.34555984555985403,EURUSD
2.0,1.8191018342821317,TP,7.905000000001383,15,50,85,1.046132971506106,EURUSD
-1.0,-1.240255376344079,SL,5.952000000000179,15,7,17,0.7977653631284819,EURUSD
-1.0,-1.1070279170720705,SL,13.361000000000622,2,0,66,0.8458100558659043,EURUSD
-1.0,-1.1314217443249657,SL,10.881000000000363,15,1,54,0.9407821229050122,EURUSD
-1.0,-1.1695920303605225,SL,8.43200000000044,18,10,37,1.1162011173184276,EURUSD
-1.0,-1.158519011196095,SL,9.021000000000168,2,0,34,0.7474860335195366,EURUSD
-1.0,-1.134880211280896,SL,10.601999999999556,22,3,84,-0.05414364640882644,EURUSD
-1.0,-1.2041107622038103,SL,7.006000000000512,22,0,36,0.06077348066298898,EURUSD
2.0,1.8576264436479513,TP,10.044000000000164,23,0,85,4.000000000001531,EURUSD
-1.0,-1.178794698674665,SL,7.998000000000172,16,11,84,7.482758620692216,EURUSD
2.0,1.6279916753381425,TP,3.8439999999995145,16,0,26,8.275862068968184,EURUSD
-1.0,-1.1310483870967925,SL,10.911999999998478,2,38,53,9.137931034486007,EURUSD
-1.0,-1.2390105298345107,SL,5.983000000000516,18,0,8,0.9581081081081041,EURUSD
-1.0,-1.2217741935483486,SL,6.4480000000011195,18,0,41,0.928143712574859,EURUSD
-1.0,-1.0862224902019895,SL,16.585000000000072,18,0,92,1.2862275449101905,EURUSD
2.0,1.8053627330883293,TP,7.34699999999977,18,0,61,0.19836065573769418,EURUSD
-1.0,-1.212576185521044,SL,6.726999999999705,7,0,12,-0.16721311475410194,EURUSD
2.0,1.8487572712850413,TP,9.455000000000435,18,2,16,0.36065573770491505,EURUSD
2.0,1.7061845079103874,TP,4.866999999999511,7,0,33,0.19915848527349297,EURUSD
-1.0,-1.4707044107966305,SL,3.037999999999652,7,0,9,0.2987377279102395,EURUSD
2.0,1.875997225112738,TP,11.532000000000764,18,0,36,0.6178247734138796,EURUSD
-1.0,-1.1517402376910002,SL,9.424000000000099,16,2,71,0.87613293051359,EURUSD
2.0,1.854022049816247,TP,9.795999999999694,16,0,85,0.9773413897280826,EURUSD
-1.0,-1.1397849462365597,SL,10.229999999999961,20,4,59,0.9773413897280826,EURUSD
-1.0,-1.156369600874807,SL,9.144999999999293,16,0,47,0.8045977011494048,EURUSD
-1.0,-1.156369600874807,SL,9.144999999999293,23,0,47,0.8045977011494048,EURUSD
-1.0,-1.0893973493373323,SL,15.996000000000343,16,3,94,1.9482758620691327,EURUSD
-1.0,-1.0893973493373323,SL,15.996000000000343,23,3,94,1.9482758620691327,EURUSD
2.0,1.8516751374338798,TP,9.641000000000233,15,63,13,2.522988505747279,EURUSD
2.0,1.8516751374338798,TP,9.641000000000233,20,5,13,2.522988505747279,EURUSD
-1.0,-1.0969097316346026,SL,14.755999999997993,20,0,22,0.5689655172413265,EURUSD
2.0,1.9014336917562706,TP,14.507999999999743,15,0,37,0.6574923547400576,EURUSD
2.0,1.9014336917562706,TP,14.507999999999743,10,18,37,0.6574923547400576,EURUSD
2.0,1.894922477772071,TP,13.609000000001092,23,0,33,0.43119266055043226,EURUSD
-1.0,-1.2050179211469483,SL,6.9750000000001755,20,1,60,0.9982905982906061,EURUSD
-1.0,-1.3632207264414047,SL,3.9370000000005234,20,0,15,1.047008547008551,EURUSD
2.0,1.8392716646060256,TP,8.896999999998823,15,0,41,0.8508670520231206,EURUSD
-1.0,-1.1906158357770893,SL,7.502000000001452,15,0,14,0.6670520231213898,EURUSD
2.0,1.915669045232056,TP,16.956999999999667,3,36,47,1.0146862483311154,EURUSD
-1.0,-1.1996927803379425,SL,7.160999999999973,3,0,37,0.9412550066755679,EURUSD
-1.0,-1.1277812527924307,SL,11.190999999999285,17,49,11,1.1775700934579512,EURUSD
2.0,1.911630206402176,TP,16.18200000000014,17,0,21,0.9038718291054667,EURUSD
2.0,1.7559310462535924,TP,5.85899999999917,17,0,25,0.7114967462039172,EURUSD
-1.0,-1.3603830645162527,SL,3.9679999999986393,3,0,35,0.7114967462039172,EURUSD
2.0,1.7479287854750294,TP,5.672999999999373,3,0,13,0.6106290672451214,EURUSD
-1.0,-1.1288520454135822,SL,11.098000000000496,20,18,27,0.8015184381778745,EURUSD
-1.0,-1.1922043010752488,SL,7.440000000000779,22,0,13,1.0758091993185734,EURUSD
2.0,1.9048885932823476,TP,15.03500000000102,22,0,26,0.9275979557069837,EURUSD
-1.0,-1.0935680167506288,SL,15.28300000000149,20,0,18,0.7972742759795544,EURUSD
-1.0,-1.185257157662925,SL,7.718999999999365,3,0,25,0.08843537414966428,EURUSD
-1.0,-1.1914067728550677,SL,7.470999999998895,17,1,9,0.2210884353741456,EURUSD
2.0,1.8763296722303782,TP,11.56299999999888,18,0,53,-0.07812500000016805,EURUSD
-1.0,-1.290119699736244,SL,4.929000000000183,23,0,15,0.17187500000009215,EURUSD
-1.0,-1.3342683496961367,SL,4.277999999999782,3,0,48,0.6093749999998537,EURUSD
-1.0,-1.0939491492017557,SL,15.221000000000817,11,48,37,-7.328125000000428,EURUSD
-1.0,-1.1204413374884188,SL,11.873000000000022,2,1,12,-10.046875000000655,EURUSD
2.0,1.5767978691919322,TP,3.3789999999989107,23,0,89,0.7120158887785605,EURUSD
-1.0,-1.1340960240059985,SL,10.664000000000229,23,0,31,0.8997020854021893,EURUSD
-1.0,-1.088539409324501,SL,16.150999999999804,18,8,33,0.645481628599817,EURUSD
-1.0,-1.092073916682765,SL,15.53099999999974,11,21,21,0.3207547169811379,EURUSD
2.0,1.829782168789432,TP,8.401000000000103,20,54,75,1.1688182720953357,EURUSD
2.0,1.7749803304484697,TP,6.355000000000111,11,0,59,1.0377358490565889,EURUSD
-1.0,-1.248005549774524,SL,5.766000000000382,11,0,6,0.966981132075465,EURUSD
2.0,1.833469197624357,TP,8.58700000000212,22,66,10,1.5955188679245251,EURUSD
-1.0,-1.135673624288411,SL,10.540000000001104,16,18,32,-0.009174311926597614,EURUSD
-1.0,-1.3942652329749778,SL,3.6269999999993807,16,0,5,0.0499490316004176,EURUSD
-1.0,-1.3054902798547507,SL,4.680999999999713,23,1,9,-0.4984709480122111,EURUSD
-1.0,-1.2353522053982293,SL,6.076000000001525,0,0,66,1.7241379310346017,EURUSD
-1.0,-1.2353522053982293,SL,6.076000000001525,23,2,66,1.7241379310346017,EURUSD
-1.0,-1.2353522053982293,SL,6.076000000001525,23,0,66,1.7241379310346017,EURUSD
-1.0,-1.530218761586871,SL,2.6970000000003935,0,0,36,1.5344827586207226,EURUSD
2.0,1.9231182795698913,TP,18.599999999999728,23,0,83,-3.0862068965515195,EURUSD
2.0,1.9231182795698913,TP,18.599999999999728,23,5,83,-3.0862068965515195,EURUSD
-1.0,-1.1167823601470024,SL,12.244999999999617,16,17,76,-2.0,EURUSD
-1.0,-1.1801915322580758,SL,7.935999999999499,16,1,13,-6.5172413793098825,EURUSD
2.0,1.8606373647792653,TP,10.261000000000298,22,0,53,0.11901081916539967,EURUSD
-1.0,-1.072758725959092,SL,19.65400000000006,16,0,55,0.5610510046367714,EURUSD
2.0,1.8749890724713671,TP,11.438999999999755,23,0,23,0.794435857805253,EURUSD
2.0,1.821205301325335,TP,7.998000000000172,0,0,9,0.8485316846985822,EURUSD
2.0,1.821205301325335,TP,7.998000000000172,8,27,9,0.8485316846985822,EURUSD
2.0,1.831029185867911,TP,8.463000000000775,23,0,5,0.6846986089644544,EURUSD
2.0,1.831029185867911,TP,8.463000000000775,23,1,5,0.6846986089644544,EURUSD
-1.0,-1.145059849868122,SL,9.858000000000366,22,0,67,0.13821138211382386,EURUSD
-1.0,-1.2196620583717503,SL,6.509999999999572,2,25,37,-0.019744483159117695,EURUSD
-1.0,-1.1579761378700753,SL,9.052000000000504,23,0,5,0.6887340301974433,EURUSD
-1.0,-1.1579761378700753,SL,9.052000000000504,23,0,5,0.6887340301974433,EURUSD
-1.0,-1.1579761378700753,SL,9.052000000000504,8,24,5,0.6887340301974433,EURUSD
-1.0,-1.2762217500482556,SL,5.177000000000653,16,10,41,0.9150943396226504,EURUSD
-1.0,-1.4707044107966305,SL,3.037999999999652,12,0,11,0.933018867924529,EURUSD
-1.0,-1.2365591397849867,SL,6.044999999998968,12,0,68,0.3192546583850927,EURUSD
2.0,1.8346629668169416,TP,8.648999999998352,16,4,44,0.36645962732919857,EURUSD
-1.0,-1.299539170506867,SL,4.774000000000722,16,0,6,0.44968944099378955,EURUSD
-1.0,-1.1683541323287245,SL,8.493999999998891,8,0,16,0.21863354037267177,EURUSD
-1.0,-1.1428143413562393,SL,10.012999999999828,12,0,27,0.21863354037267177,EURUSD
-1.0,-1.1747311827956997,SL,8.183999999999969,19,5,90,1.0218658892128092,EURUSD
-1.0,-1.1734174145040352,SL,8.245999999998421,23,0,78,1.3185840707966237,EURUSD
-1.0,-1.2106348504934337,SL,6.789000000000378,19,1,52,2.247787610619749,EURUSD
2.0,1.8375738300772382,TP,8.804000000000034,23,10,28,0.5132743362832746,EURUSD
-1.0,-1.1816103632207535,SL,7.873999999998826,15,0,1,0.1400617919670456,EURUSD
-1.0,-1.290119699736244,SL,4.929000000000183,23,0,59,-0.30895983522140663,EURUSD
-1.0,-1.3138029405311635,SL,4.556999999998368,23,0,49,0.11683006535948032,EURUSD
2.0,1.7912713472486088,TP,6.851000000001051,23,6,41,0.11192810457517076,EURUSD
-1.0,-1.2228455664640525,SL,6.417000000000783,19,3,37,0.13888888888889142,EURUSD
-1.0,-1.3054902798547507,SL,4.680999999999713,23,0,5,0.09232026143791444,EURUSD
-1.0,-1.0691589689026453,SL,20.677000000000056,0,0,91,0.18382352941177124,EURUSD
-1.0,-1.085266233379048,SL,16.77099999999987,23,0,22,0.002450980392154773,EURUSD
-1.0,-1.384408602150727,SL,3.719999999998169,0,0,16,0.3210784313725474,EURUSD
-1.0,-1.2976066597295204,SL,4.804999999998838,0,0,66,1.08395802098949,EURUSD
-1.0,-1.2976066597295204,SL,4.804999999998838,9,0,66,1.08395802098949,EURUSD
-1.0,-1.366103430619542,SL,3.906000000000187,0,0,14,0.9760119940030076,EURUSD
-1.0,-1.366103430619542,SL,3.906000000000187,9,0,14,0.9760119940030076,EURUSD
-0.18523445294301924,-0.2803458596606716,fuera,15.03500000000102,15,0,86,-0.4107946026986482,EURUSD
2.0,1.7080440996323616,TP,4.8979999999976265,15,0,15,0.3418803418803404,EURUSD
-1.0,-1.2956989247310975,SL,4.836000000001395,23,0,54,0.5,EURUSD
-1.0,-1.2938154920896126,SL,4.866999999999511,23,2,22,0.5,EURUSD
-1.0,-1.2306451612902984,SL,6.200000000000649,15,0,35,0.013888888888674726,EURUSD
-1.0,-1.1647465437787845,SL,8.68000000000091,20,0,47,5.875000000001311,EURUSD
2.0,1.7559310462536848,TP,5.859000000001391,15,0,58,0.33792048929664353,EURUSD
-1.0,-1.2681920480119973,SL,5.332000000000114,15,2,2,0.24006116207952197,EURUSD
-1.0,-1.1483248625661202,SL,9.641000000000233,20,0,49,0.6024464831804374,EURUSD
-1.0,-1.1845161290322652,SL,7.749999999999702,15,23,45,0.39393939393939165,EURUSD
-1.0,-1.100718411043803,SL,14.198000000000821,15,3,19,0.19360269360268914,EURUSD
-1.0,-1.100718411043803,SL,14.198000000000821,23,0,19,0.19360269360268914,EURUSD
2.0,1.8375738300772382,TP,8.804000000000034,15,34,82,1.002985074626852,EURUSD
-1.0,-1.3442465093884868,SL,4.154000000000657,19,0,2,1.002985074626852,EURUSD
-1.0,-1.0428310420223437,SL,33.38700000000028,23,0,19,0.6074626865671734,EURUSD
2.0,1.864326375711589,TP,10.540000000001104,15,18,11,1.0523297491039356,EURUSD
2.0,1.865513025486691,TP,10.632999999999893,15,0,18,0.9089605734766945,EURUSD
2.0,1.6608159392788657,TP,4.215999999999109,15,0,2,0.8897058823529533,EURUSD
2.0,1.8045379989064911,TP,7.315999999999434,11,13,37,0.9761029411764773,EURUSD
-1.0,-1.2239273410586278,SL,6.385999999998226,15,0,34,0.841584158415711,EURUSD
-1.0,-1.2239273410586278,SL,6.385999999998226,23,3,34,0.841584158415711,EURUSD
-1.0,-1.336708264657449,SL,4.246999999999446,23,1,16,1.4455445544552084,EURUSD
2.0,1.7364055299539716,TP,5.425000000001123,15,0,23,0.13861386138614296,EURUSD
-1.0,-1.1653370331830584,SL,8.648999999998352,23,0,11,-0.7128712871284212,EURUSD
2.0,1.8472548600726246,TP,9.361999999999426,11,0,21,3.920792079207416,EURUSD
2.0,1.8584999010488936,TP,10.106000000000837,11,0,68,0.38536585365853315,EURUSD
-1.0,-1.1683541323286806,SL,8.494000000001112,15,0,58,0.34512195121951694,EURUSD
2.0,1.7479287854750294,TP,5.672999999999373,15,0,59,0.0018181818181937095,EURUSD
-1.0,-1.2135603345280965,SL,6.695999999999369,23,40,53,0.0018181818181937095,EURUSD
-1.0,-1.2135603345280965,SL,6.695999999999369,21,5,53,0.0018181818181937095,EURUSD
2.0,1.5844231328101792,TP,3.4409999999995833,15,0,30,0.039090909090922527,EURUSD
-1.0,-1.320340501792145,SL,4.463999999999579,16,11,73,0.047842401500938554,EURUSD
-1.0,-1.1188892583970567,SL,12.028000000001704,16,0,47,-0.012195121951215956,EURUSD
-1.0,-1.126728110599075,SL,11.284000000000294,2,99,31,-0.11257035647280272,EURUSD
0.08750764926998732,0.025002185505670918,fuera,22.87799999999951,16,20,50,0.29722589167768326,EURUSD
-1.0,-1.5363840960239945,SL,2.666000000000057,23,4,33,0.19333333333340832,EURUSD
-1.0,-1.397664071190317,SL,3.5959999999990444,23,1,16,-0.14666666666658573,EURUSD
-1.0,-1.3342683496961367,SL,4.277999999999782,16,0,27,-0.6400000000000237,EURUSD
-1.0,-1.1740718198417464,SL,8.215000000000305,23,2,60,-0.1270270270270178,EURUSD
-1.0,-1.1618562535370618,SL,8.83500000000037,9,42,29,-0.299999999999982,EURUSD
-1.0,-1.1618562535370618,SL,8.83500000000037,17,42,29,-0.299999999999982,EURUSD
-1.0,-1.2272366121087126,SL,6.292999999999438,17,0,40,0.23909531502425113,EURUSD
-1.0,-1.1740718198417464,SL,8.215000000000305,15,6,20,0.014539579967713002,EURUSD
-1.0,-1.1333209024799715,SL,10.725999999998681,15,0,43,-0.03392568659124664,EURUSD
2.0,1.8904298521186071,TP,13.05099999999948,23,0,42,0.8142164781906368,EURUSD
-1.0,-1.3548387096774799,SL,4.029999999999312,8,14,27,0.9150246305418885,EURUSD
-1.0,-1.2207130730050437,SL,6.479000000001456,23,0,18,0.9051724137931101,EURUSD
-1.0,-1.2207130730050437,SL,6.479000000001456,16,15,18,0.9051724137931101,EURUSD
-1.0,-1.0592157025135562,SL,24.149000000002196,10,99,45,1.6625615763547075,EURUSD
