i_base,i_ent,k,alcista,entrada,objetivo,stop,nat,sim,rr,ts,vent,riesgo_u,R,coste_R,R_neto,tf,ins
592,593,1,True,4953.098,4963.085,4936.385,1.0,1.0,0.5975587865733403,2026-02-06 20:59:00,FUERA,1671.2999999999738,0.5975587865733403,0.02094178184646715,0.5766170047268732,H1,XAUUSD
597,598,1,True,5006.725,5041.465,4967.835,1.0,,0.8932887631781817,2026-02-09 02:59:00,FUERA,3889.0000000000327,0.8932887631781817,0.008999742864489511,0.8842890203136923,H1,XAUUSD
601,602,1,False,5030.889,5011.015,5045.615,1.0,1.0,1.3495857666712112,2026-02-09 06:59:00,FUERA,1472.5999999999658,1.3495857666712112,0.02376748607904442,1.3258182805921668,H1,XAUUSD
615,616,1,False,5079.385,5062.188,5086.265,1.0,1.0,2.4995639534883494,2026-02-09 20:59:00,FUERA,688.0000000000109,2.4995639534883494,0.05087209302325501,2.4486918604650945,H1,XAUUSD
624,625,1,False,5023.425,5010.925,5045.195,0.0,0.0,0.5741846577859564,2026-02-10 06:59:00,FUERA,2176.9999999999527,-1.0,0.01607717041800678,-1.0160771704180067,H1,XAUUSD
625,626,1,True,5033.765,5045.195,5018.125,1.0,1.0,0.7308184143221957,2026-02-10 07:59:00,FUERA,1564.0000000000327,0.7308184143221957,0.022378516624040452,0.7084398976981553,H1,XAUUSD
628,629,1,True,5046.585,5063.055,5036.745,0.0,1.0,1.6737804878048792,2026-02-10 10:59:00,FUERA,984.0000000000146,-1.0,0.03556910569105638,-1.0355691056910563,H1,XAUUSD
635,636,1,False,5025.915,5005.495,5039.875,1.0,0.0,1.4627507163323796,2026-02-10 17:59:00,FUERA,1396.0000000000036,1.4627507163323796,0.025071633237822286,1.4376790830945574,H1,XAUUSD
639,640,1,True,5024.378,5045.155,5020.045,1.0,1.0,4.7950611585510785,2026-02-10 21:59:00,FUERA,433.2999999999629,4.7950611585510785,0.08077544426495037,4.714285714286128,H1,XAUUSD
649,650,1,True,5053.315,5069.125,5045.365,1.0,1.0,1.9886792452831148,2026-02-11 08:59:00,LONDRES,794.9999999999818,1.9886792452831148,0.04402515723270541,1.9446540880504093,H1,XAUUSD
659,660,1,True,5082.275,5098.765,5066.615,1.0,0.0,1.053001277139262,2026-02-11 18:59:00,CTRL_B,1565.9999999999854,1.053001277139262,0.0223499361430398,1.0306513409962224,H1,XAUUSD
660,661,1,False,5081.705,5066.615,5094.015,0.0,1.0,1.2258326563769013,2026-02-11 19:59:00,CTRL_B,1231.00000000004,-1.0,0.028432168968317517,-1.0284321689683176,H1,XAUUSD
665,666,1,True,5063.095,5067.385,5044.368,1.0,,0.2290810060340682,2026-02-12 01:59:00,FUERA,1872.6999999999862,0.2290810060340682,0.01868959256688218,0.210391413467186,H1,XAUUSD
668,669,1,True,5069.165,5074.425,5050.568,1.0,,0.2828413184922454,2026-02-12 04:59:00,CTRL_A,1859.6999999999753,0.2828413184922454,0.018820239823627717,0.2640210786686177,H1,XAUUSD
683,684,1,False,4945.325,4906.185,4957.955,1.0,1.0,3.0989707046713444,2026-02-12 19:59:00,CTRL_B,1263.000000000011,3.0989707046713444,0.027711797307996593,3.071258907363348,H1,XAUUSD
687,688,1,False,4927.705,4886.258,4948.125,0.0,0.0,2.029725759059744,2026-02-13 00:59:00,FUERA,2042.0000000000073,-1.0,0.01714005876591571,-1.0171400587659156,H1,XAUUSD
698,699,1,True,4953.795,4980.495,4933.495,1.0,1.0,1.3152709359605703,2026-02-13 11:59:00,FUERA,2030.0000000000182,1.3152709359605703,0.017241379310344675,1.2980295566502256,H1,XAUUSD
703,704,1,False,5007.605,4973.688,5033.618,0.0,0.0,1.3038480759619566,2026-02-13 16:59:00,FUERA,2601.300000000083,-1.0,0.013454811056010027,-1.01345481105601,H1,XAUUSD
706,707,1,False,5023.285,5015.098,5045.805,0.0,1.0,0.3635435168738783,2026-02-13 19:59:00,CTRL_B,2252.0000000000437,-1.0,0.015541740674955293,-1.0155417406749554,H1,XAUUSD
707,708,1,True,5032.315,5045.805,5021.275,1.0,0.0,1.2219202898551391,2026-02-13 20:59:00,FUERA,1103.9999999999964,1.2219202898551391,0.031702898550724744,1.1902173913044143,H1,XAUUSD
710,711,1,True,5015.265,5051.678,4999.428,0.0,0.0,2.2992359664076867,2026-02-16 00:59:00,FUERA,1583.7000000000444,-1.0,0.022100145229525175,-1.022100145229525,H1,XAUUSD
715,716,1,True,4990.375,4991.915,4964.868,1.0,,0.06037558317324607,2026-02-16 05:59:00,FUERA,2550.6999999999607,0.06037558317324607,0.01372172344846534,0.04665385972478073,H1,XAUUSD
718,719,1,False,5007.825,4988.745,5013.015,0.0,1.0,3.6763005780343074,2026-02-16 08:59:00,LONDRES,519.0000000000509,-1.0,0.06743737957610128,-1.0674373795761012,H1,XAUUSD
723,724,1,True,4996.995,5007.865,4989.218,0.0,0.0,1.3977111996913758,2026-02-16 13:59:00,NY,777.7000000000044,-1.0,0.045004500450044754,-1.0450045004500448,H1,XAUUSD
726,727,1,False,4987.875,4968.665,4990.135,0.0,1.0,8.499999999999195,2026-02-16 16:59:00,FUERA,226.00000000002183,-1.0,0.15486725663715317,-1.1548672566371532,H1,XAUUSD
728,729,1,False,4994.255,4987.855,4997.535,0.0,1.0,1.9512195121954399,2026-02-16 18:59:00,CTRL_B,327.99999999997453,-1.0,0.10670731707317901,-1.106707317073179,H1,XAUUSD
731,732,1,True,4957.535,4991.005,4922.558,0.0,0.0,0.9569145438431079,2026-02-17 01:59:00,FUERA,3497.699999999986,-1.0,0.010006575749778465,-1.0100065757497785,H1,XAUUSD
733,734,1,True,4956.505,4970.845,4949.645,0.0,0.0,2.090379008746477,2026-02-17 03:59:00,CTRL_A,685.9999999999673,-1.0,0.05102040816326774,-1.0510204081632677,H1,XAUUSD
734,735,1,True,4952.545,4969.778,4946.245,0.0,0.0,2.735396825396774,2026-02-17 04:59:00,CTRL_A,630.0000000000182,-1.0,0.05555555555555395,-1.055555555555554,H1,XAUUSD
738,739,1,False,4920.385,4903.595,4930.195,0.0,0.0,1.7115188583079344,2026-02-17 08:59:00,LONDRES,980.9999999999491,-1.0,0.035677879714578815,-1.035677879714579,H1,XAUUSD
746,747,1,False,4868.755,4848.485,4893.085,0.0,0.0,0.8331278257295724,2026-02-17 16:59:00,FUERA,2432.9999999999927,-1.0,0.014385532264693838,-1.0143855322646937,H1,XAUUSD
751,752,1,False,4878.465,4872.985,4886.485,1.0,0.0,0.6832917705736653,2026-02-17 21:59:00,FUERA,801.9999999999527,0.6832917705736653,0.04364089775561355,0.6396508728180518,H1,XAUUSD
759,760,1,True,4930.525,4939.525,4924.925,1.0,1.0,1.6071428571430137,2026-02-18 06:59:00,FUERA,559.9999999999454,1.6071428571430137,0.06250000000000609,1.5446428571430078,H1,XAUUSD
760,761,1,False,4929.995,4924.925,4942.095,1.0,0.0,0.4190082644627733,2026-02-18 07:59:00,FUERA,1210.0000000000364,0.4190082644627733,0.028925619834709874,0.3900826446280634,H1,XAUUSD
762,763,1,True,4917.105,4932.098,4912.735,0.0,1.0,3.430892448512761,2026-02-18 09:59:00,LONDRES,436.9999999999891,-1.0,0.08009153318078004,-1.08009153318078,H1,XAUUSD
764,765,1,True,4912.735,4924.335,4906.055,1.0,1.0,1.7365269461079997,2026-02-18 11:59:00,FUERA,667.9999999999382,1.7365269461079997,0.05239520958084318,1.6841317365271566,H1,XAUUSD
778,779,1,False,4967.925,4960.198,4977.095,0.0,0.0,0.8426390403489422,2026-02-19 02:59:00,FUERA,917.0000000000073,-1.0,0.038167938931297406,-1.0381679389312974,H1,XAUUSD
786,787,1,True,4993.015,5020.265,4981.138,0.0,0.0,2.294350425191468,2026-02-19 10:59:00,FUERA,1187.7000000000407,-1.0,0.029468721057505094,-1.029468721057505,H1,XAUUSD
795,796,1,False,4987.675,4975.065,4990.035,0.0,0.0,5.343220338984039,2026-02-19 19:59:00,CTRL_B,235.99999999996726,-1.0,0.1483050847457833,-1.1483050847457834,H1,XAUUSD
797,798,1,False,4993.685,4987.715,5003.885,0.0,0.0,0.5852941176470943,2026-02-19 21:59:00,FUERA,1019.9999999999818,-1.0,0.03431372549019669,-1.0343137254901966,H1,XAUUSD
799,800,1,True,5006.085,5007.498,4985.045,1.0,0.0,0.06715779467678511,2026-02-20 00:59:00,FUERA,2103.9999999999964,0.06715779467678511,0.016634980988593184,0.05052281368819192,H1,XAUUSD
801,802,1,True,4995.825,5014.515,4992.415,0.0,1.0,5.480938416422671,2026-02-20 02:59:00,FUERA,340.99999999998545,-1.0,0.10263929618768766,-1.1026392961876876,H1,XAUUSD
808,809,1,False,5027.345,5004.665,5042.325,0.0,1.0,1.5140186915888485,2026-02-20 09:59:00,LONDRES,1497.9999999999563,-1.0,0.023364485981309094,-1.0233644859813091,H1,XAUUSD
809,810,1,True,5034.415,5042.325,5019.258,0.0,0.0,0.5218710826680593,2026-02-20 10:59:00,FUERA,1515.7000000000153,-1.0,0.02309164082602075,-1.0230916408260207,H1,XAUUSD
811,812,1,True,5024.935,5034.505,5006.775,1.0,1.0,0.5269823788545873,2026-02-20 12:59:00,FUERA,1816.0000000000764,0.5269823788545873,0.019273127753303154,0.5077092511012842,H1,XAUUSD
817,818,1,True,5071.098,5076.038,5053.715,1.0,1.0,0.28418569867109555,2026-02-20 18:59:00,CTRL_B,1738.299999999981,0.28418569867109555,0.020134614278318117,0.2640510843927774,H1,XAUUSD
823,824,1,False,5157.015,5129.035,5167.465,0.0,1.0,2.6775119617225798,2026-02-23 01:59:00,FUERA,1044.9999999999818,-1.0,0.03349282296650776,-1.0334928229665077,H1,XAUUSD
827,828,1,True,5157.965,5168.585,5151.938,0.0,0.0,1.7620706819312781,2026-02-23 05:59:00,FUERA,602.7000000000044,-1.0,0.058072009291521065,-1.058072009291521,H1,XAUUSD
830,831,1,True,5139.975,5154.175,5121.818,1.0,1.0,0.7820675221677424,2026-02-23 08:59:00,LONDRES,1815.7000000000153,0.7820675221677424,0.019276312166106573,0.7627912100016359,H1,XAUUSD
835,836,1,True,5146.055,5165.235,5143.405,0.0,1.0,7.2377358490548795,2026-02-23 13:59:00,NY,265.00000000005457,-1.0,0.132075471698086,-1.132075471698086,H1,XAUUSD
837,838,1,False,5195.928,5141.225,5204.875,0.0,0.0,6.114116463618957,2026-02-23 15:59:00,FUERA,894.7000000000116,-1.0,0.03911925785179339,-1.0391192578517934,H1,XAUUSD
840,841,1,False,5209.285,5190.675,5215.655,0.0,0.0,2.921507064364206,2026-02-23 18:59:00,CTRL_B,636.9999999999891,-1.0,0.05494505494505589,-1.0549450549450559,H1,XAUUSD
841,842,1,False,5215.298,5200.998,5217.935,0.0,0.0,5.422828972315809,2026-02-23 19:59:00,CTRL_B,263.7000000000626,-1.0,0.13272658323849715,-1.1327265832384972,H1,XAUUSD
845,846,1,True,5223.555,5249.575,5217.295,0.0,0.0,4.156549520766553,2026-02-24 00:59:00,FUERA,626.0000000000218,-1.0,0.05591054313098846,-1.0559105431309885,H1,XAUUSD
848,849,1,False,5171.765,5165.168,5191.605,1.0,1.0,0.3325100806452075,2026-02-24 03:59:00,CTRL_A,1983.9999999999236,0.3325100806452075,0.017641129032258743,0.31486895161294876,H1,XAUUSD
851,852,1,True,5173.165,5185.545,5156.305,0.0,0.0,0.7342823250296767,2026-02-24 06:59:00,FUERA,1685.9999999999673,-1.0,0.020759193357058527,-1.0207591933570586,H1,XAUUSD
859,860,1,True,5127.405,5161.105,5093.225,1.0,1.0,0.9859566998244713,2026-02-24 14:59:00,NY,3417.999999999938,0.9859566998244713,0.010239906377999016,0.9757167934464723,H1,XAUUSD
863,864,1,False,5159.785,5141.485,5170.045,0.0,1.0,1.783625730994132,2026-02-24 18:59:00,CTRL_B,1026.0000000000218,-1.0,0.03411306042884918,-1.034113060428849,H1,XAUUSD
864,865,1,True,5153.705,5170.045,5146.165,1.0,0.0,2.1671087533156794,2026-02-24 19:59:00,CTRL_B,753.9999999999964,2.1671087533156794,0.0464190981432363,2.120689655172443,H1,XAUUSD
868,869,1,False,5151.855,5127.048,5155.835,0.0,0.0,6.232914572863528,2026-02-25 00:59:00,FUERA,398.0000000000473,-1.0,0.08793969849245187,-1.0879396984924519,H1,XAUUSD
872,873,1,True,5182.365,5189.805,5171.945,1.0,1.0,0.7140115163148232,2026-02-25 04:59:00,CTRL_A,1042.0000000000073,0.7140115163148232,0.033589251439539114,0.680422264875284,H1,XAUUSD
875,876,1,True,5184.455,5201.298,5180.065,0.0,0.0,3.8366742596807724,2026-02-25 07:59:00,FUERA,439.00000000003274,-1.0,0.07972665148063186,-1.0797266514806318,H1,XAUUSD
876,877,1,False,5185.055,5180.065,5197.025,1.0,1.0,0.4168755221387606,2026-02-25 08:59:00,LONDRES,1196.9999999999345,0.4168755221387606,0.029239766081872946,0.38763575605688766,H1,XAUUSD
877,878,1,True,5193.095,5197.025,5176.325,0.0,0.0,0.2343470483004937,2026-02-25 09:59:00,LONDRES,1677.0000000000437,-1.0,0.02087060226595056,-1.0208706022659506,H1,XAUUSD
879,880,1,True,5181.315,5195.025,5154.895,1.0,0.0,0.5189250567751882,2026-02-25 11:59:00,FUERA,2641.9999999999163,0.5189250567751882,0.013247539742619647,0.5056775170325686,H1,XAUUSD
881,882,1,False,5184.935,5177.035,5191.275,1.0,1.0,1.2460567823346211,2026-02-25 13:59:00,NY,633.9999999999236,1.2460567823346211,0.05520504731861864,1.1908517350160026,H1,XAUUSD
885,886,1,False,5206.585,5189.445,5217.385,1.0,1.0,1.5870370370370406,2026-02-25 17:59:00,FUERA,1080.0000000000182,1.5870370370370406,0.032407407407406864,1.5546296296296338,H1,XAUUSD
890,891,1,False,5162.905,5150.095,5181.278,0.0,0.0,0.697218744897357,2026-02-25 23:59:00,FUERA,1837.3000000000502,-1.0,0.0190496924835351,-1.019049692483535,H1,XAUUSD
893,894,1,True,5184.095,5198.285,5173.698,1.0,0.0,1.3648167740694133,2026-02-26 02:59:00,FUERA,1039.6999999999935,1.3648167740694133,0.03366355679522961,1.3311532172741836,H1,XAUUSD
895,896,1,False,5192.265,5182.695,5199.165,0.0,1.0,1.3869565217392932,2026-02-26 04:59:00,CTRL_A,689.9999999999636,-1.0,0.050724637681162095,-1.050724637681162,H1,XAUUSD
905,906,1,True,5164.425,5185.395,5139.485,0.0,0.0,0.8408179631114605,2026-02-26 14:59:00,NY,2494.000000000051,-1.0,0.014033680834001317,-1.0140336808340014,H1,XAUUSD
909,910,1,True,5180.145,5190.035,5160.115,1.0,,0.49375936095851697,2026-02-26 18:59:00,CTRL_B,2003.0000000000655,0.49375936095851697,0.01747378931602539,0.4762855716424916,H1,XAUUSD
913,914,1,True,5184.345,5200.485,5172.845,0.0,,1.4034782608695147,2026-02-26 23:59:00,FUERA,1150.0,-1.0,0.030434782608695653,-1.0304347826086957,H1,XAUUSD
915,916,1,True,5193.825,5194.565,5166.535,1.0,0.0,0.0271161597654739,2026-02-27 01:59:00,FUERA,2728.9999999999964,0.0271161597654739,0.012825210699890087,0.014290949065583813,H1,XAUUSD
916,917,1,False,5183.345,5166.535,5199.425,0.0,,1.0453980099502784,2026-02-27 02:59:00,FUERA,1607.9999999999927,-1.0,0.021766169154228954,-1.021766169154229,H1,XAUUSD
918,919,1,True,5181.435,5190.435,5180.645,1.0,1.0,11.392405063291664,2026-02-27 04:59:00,CTRL_A,78.99999999999636,11.392405063291664,0.4430379746835647,10.9493670886081,H1,XAUUSD
924,925,1,True,5177.415,5182.355,5168.155,1.0,1.0,0.533477321814199,2026-02-27 10:59:00,FUERA,926.0000000000218,0.533477321814199,0.03779697624189976,0.4956803455722993,H1,XAUUSD
930,931,1,False,5228.855,5214.378,5257.405,0.0,0.0,0.5070753064798518,2026-02-27 16:59:00,FUERA,2855.000000000018,-1.0,0.01225919439579677,-1.0122591943957968,H1,XAUUSD
931,932,1,True,5234.375,5257.405,5220.375,1.0,1.0,1.6449999999999818,2026-02-27 17:59:00,FUERA,1400.0,1.6449999999999818,0.025,1.619999999999982,H1,XAUUSD
939,940,1,False,5346.195,5302.695,5351.435,0.0,0.0,8.301526717556158,2026-03-02 02:59:00,FUERA,524.0000000000691,-1.0,0.06679389312976218,-1.0667938931297622,H1,XAUUSD
941,942,1,False,5355.725,5343.818,5366.935,1.0,0.0,1.062176628010715,2026-03-02 04:59:00,CTRL_A,1121.0000000000036,1.062176628010715,0.031222123104370995,1.030954504906344,H1,XAUUSD
942,943,1,True,5365.785,5366.935,5340.575,1.0,1.0,0.045616818722750654,2026-03-02 05:59:00,FUERA,2521.0000000000036,0.045616818722750654,0.01388337961126535,0.0317334391114853,H1,XAUUSD
946,947,1,True,5391.755,5416.455,5385.535,0.0,0.0,3.9710610932473966,2026-03-02 09:59:00,LONDRES,622.0000000000255,-1.0,0.056270096463020204,-1.0562700964630203,H1,XAUUSD
947,948,1,True,5388.945,5402.815,5378.645,0.0,0.0,1.3466019417476573,2026-03-02 10:59:00,FUERA,1029.9999999999272,-1.0,0.033980582524274244,-1.0339805825242743,H1,XAUUSD
948,949,1,True,5385.155,5400.715,5374.865,1.0,1.0,1.512147716229393,2026-03-02 11:59:00,FUERA,1028.9999999999964,1.512147716229393,0.03401360544217699,1.4781341107872161,H1,XAUUSD
950,951,1,False,5393.655,5378.705,5416.625,1.0,1.0,0.650848933391365,2026-03-02 13:59:00,NY,2297.0000000000255,0.650848933391365,0.01523726599912913,0.6356116673922358,H1,XAUUSD
954,955,1,False,5306.605,5260.095,5320.315,0.0,0.0,3.3924142961341492,2026-03-02 17:59:00,FUERA,1371.0000000000036,-1.0,0.02552881108679789,-1.025528811086798,H1,XAUUSD
961,962,1,False,5338.755,5336.565,5379.755,1.0,0.0,0.05341463414635388,2026-03-03 01:59:00,FUERA,4100.0,0.05341463414635388,0.00853658536585366,0.044878048780500224,H1,XAUUSD
962,963,1,True,5366.625,5379.755,5332.525,0.0,0.0,0.3850439882697938,2026-03-03 02:59:00,FUERA,3410.0000000000364,-1.0,0.010263929618768219,-1.0102639296187683,H1,XAUUSD
964,965,1,False,5360.855,5358.598,5375.255,1.0,1.0,0.15673611111107788,2026-03-03 04:59:00,CTRL_A,1440.0000000000546,0.15673611111107788,0.024305555555554633,0.13243055555552324,H1,XAUUSD
966,967,1,True,5310.315,5366.615,5278.598,0.0,0.0,1.7750733045370248,2026-03-03 06:59:00,FUERA,3171.6999999999643,-1.0,0.011035091591260331,-1.0110350915912603,H1,XAUUSD
973,974,1,True,5156.445,5226.505,5127.075,0.0,0.0,2.385427306775644,2026-03-03 13:59:00,NY,2936.999999999989,-1.0,0.011916922029281624,-1.0119169220292816,H1,XAUUSD
975,976,1,True,5095.098,5175.118,4995.475,1.0,1.0,0.8032281702016679,2026-03-03 15:59:00,FUERA,9962.29999999996,0.8032281702016679,0.0035132449333989285,0.799714925268269,H1,XAUUSD
979,980,1,False,5112.985,5078.865,5148.645,0.0,0.0,0.9568143578238688,2026-03-03 19:59:00,CTRL_B,3566.0000000000764,-1.0,0.0098149186763879,-1.0098149186763878,H1,XAUUSD
985,986,1,False,5156.075,5138.325,5190.675,1.0,,0.5130057803468154,2026-03-04 02:59:00,FUERA,3460.0000000000364,0.5130057803468154,0.01011560693641608,0.5028901734103993,H1,XAUUSD
987,988,1,False,5156.525,5141.015,5180.505,1.0,,0.6467889908256464,2026-03-04 04:59:00,CTRL_A,2398.0000000000473,0.6467889908256464,0.014595496246872106,0.6321934945787744,H1,XAUUSD
989,990,1,True,5160.025,5168.065,5119.395,1.0,,0.19788333743539557,2026-03-04 06:59:00,FUERA,4062.99999999992,0.19788333743539557,0.008614324390844374,0.1892690130445512,H1,XAUUSD
1000,1001,1,True,5140.935,5162.138,5120.235,0.0,0.0,1.0242995169081535,2026-03-04 17:59:00,FUERA,2070.0000000000728,-1.0,0.01690821256038588,-1.0169082125603859,H1,XAUUSD
1001,1002,1,True,5133.638,5152.835,5108.678,1.0,1.0,0.7691105769230805,2026-03-04 18:59:00,CTRL_B,2496.0000000000036,0.7691105769230805,0.014022435897435877,0.7550881410256446,H1,XAUUSD
1003,1004,1,False,5134.505,5122.998,5146.665,0.0,0.0,0.946299342105317,2026-03-04 20:59:00,FUERA,1215.9999999999854,-1.0,0.028782894736842448,-1.0287828947368425,H1,XAUUSD
1007,1008,1,False,5172.315,5159.105,5186.025,0.0,1.0,0.963530269876003,2026-03-05 01:59:00,FUERA,1371.0000000000036,-1.0,0.02552881108679789,-1.025528811086798,H1,XAUUSD
1009,1010,1,False,5179.915,5171.295,5194.615,1.0,1.0,0.5863945578231291,2026-03-05 03:59:00,CTRL_A,1469.9999999999818,0.5863945578231291,0.023809523809524103,0.562585034013605,H1,XAUUSD
1012,1013,1,True,5167.345,5176.555,5119.995,1.0,0.0,0.19450897571277648,2026-03-05 06:59:00,FUERA,4735.000000000036,0.19450897571277648,0.007391763463569109,0.18711721224920735,H1,XAUUSD
1014,1015,1,True,5165.155,5172.475,5137.218,1.0,0.0,0.26201811218100174,2026-03-05 08:59:00,LONDRES,2793.69999999999,0.26201811218100174,0.012528188423953942,0.2494899237570478,H1,XAUUSD
1015,1016,1,False,5160.765,5137.218,5180.165,1.0,1.0,1.2137628865979857,2026-03-05 09:59:00,LONDRES,1939.9999999999636,1.2137628865979857,0.0180412371134024,1.1957216494845833,H1,XAUUSD
1016,1017,1,True,5164.325,5180.165,5145.855,0.0,0.0,0.8576069301570074,2026-03-05 10:59:00,FUERA,1847.0000000000255,-1.0,0.018949648077964006,-1.018949648077964,H1,XAUUSD
1018,1019,1,False,5162.385,5156.635,5171.255,1.0,1.0,0.6482525366403687,2026-03-05 12:59:00,FUERA,886.9999999999891,0.6482525366403687,0.03945885005637027,0.6087936865839985,H1,XAUUSD
1021,1022,1,True,5102.225,5129.725,5060.025,0.0,0.0,0.6516587677725006,2026-03-05 15:59:00,FUERA,4220.000000000073,-1.0,0.008293838862559098,-1.008293838862559,H1,XAUUSD
1024,1025,1,True,5069.185,5089.275,5050.638,1.0,1.0,1.0831940475547914,2026-03-05 18:59:00,CTRL_B,1854.700000000048,1.0831940475547914,0.018870976438237503,1.0643230711165539,H1,XAUUSD
1026,1027,1,False,5076.405,5055.235,5094.545,0.0,0.0,1.1670341786107878,2026-03-05 20:59:00,FUERA,1814.0000000000327,-1.0,0.01929437706725434,-1.0192943770672542,H1,XAUUSD
1029,1030,1,True,5084.365,5101.705,5073.875,0.0,1.0,1.6530028598665878,2026-03-06 00:59:00,FUERA,1048.9999999999782,-1.0,0.033365109628218044,-1.0333651096282181,H1,XAUUSD
1032,1033,1,False,5130.705,5121.895,5141.048,1.0,1.0,0.8517838151406382,2026-03-06 03:59:00,CTRL_A,1034.2999999999847,0.8517838151406382,0.03383931161171857,0.8179445035289196,H1,XAUUSD
1036,1037,1,True,5119.435,5122.695,5105.495,1.0,0.0,0.23385939741744546,2026-03-06 07:59:00,FUERA,1394.000000000051,0.23385939741744546,0.025107604017215724,0.20875179340022973,H1,XAUUSD
1039,1040,1,True,5090.725,5109.068,5075.455,0.0,0.0,1.2012442698100407,2026-03-06 10:59:00,FUERA,1527.0000000000437,-1.0,0.022920759659462345,-1.0229207596594623,H1,XAUUSD
1043,1044,1,False,5129.835,5065.058,5131.705,0.0,0.0,34.640106951873705,2026-03-06 14:59:00,NY,186.9999999999891,-1.0,0.18716577540108045,-1.1871657754010805,H1,XAUUSD
1045,1046,1,True,5139.475,5171.238,5125.735,1.0,1.0,2.311717612809194,2026-03-06 16:59:00,FUERA,1374.0000000000691,2.311717612809194,0.025473071324598428,2.2862445414845953,H1,XAUUSD
1048,1049,1,False,5159.475,5138.248,5174.355,0.0,0.0,1.4265456989248597,2026-03-06 19:59:00,CTRL_B,1487.99999999992,-1.0,0.023521505376345352,-1.0235215053763453,H1,XAUUSD
1056,1057,1,False,5091.115,5055.125,5102.145,0.0,0.0,3.262919310969868,2026-03-09 02:59:00,FUERA,1103.0000000000655,-1.0,0.031731640979145895,-1.031731640979146,H1,XAUUSD
1060,1061,1,True,5098.705,5133.745,5088.095,0.0,,3.3025447690858667,2026-03-09 06:59:00,FUERA,1060.9999999999673,-1.0,0.03298774740810658,-1.0329877474081066,H1,XAUUSD
1062,1063,1,False,5104.965,5086.845,5132.235,1.0,1.0,0.664466446644672,2026-03-09 08:59:00,LONDRES,2726.9999999999527,0.664466446644672,0.012834616795013057,0.651631829849659,H1,XAUUSD
