dia,hora,lado,rngA,ent,stop,tp,rgo,rr,R,neta,res,dow
2021-12-20,2021-12-20 09:50:00,-1,18.100000000000893,1.125885,1.12558,1.12482,3.049999999999997,3.491803278688835,-1.0,-1.4688524590163938,SL,0
2021-12-22,2021-12-22 08:10:00,1,25.699999999999612,1.12713,1.1263400000000001,1.1294,7.899999999998464,2.8734177215195387,2.8734177215195387,2.6924050632916554,TP,2
2021-12-23,2021-12-23 09:40:00,1,16.40000000000086,1.1318000000000001,1.13243,1.13391,6.299999999999084,3.349206349206573,-1.0,-1.22698412698416,SL,3
2021-12-23,2021-12-23 09:40:00,1,16.40000000000086,1.1318000000000001,1.13196,1.13391,1.5999999999993797,13.187500000004077,-1.0,-1.8937500000003464,SL,3
2021-12-29,2021-12-29 10:05:00,1,16.100000000001113,1.12806,1.12941,1.13092,13.499999999999623,2.118518518518476,-1.0,-1.1059259259259289,SL,2
2021-12-29,2021-12-29 10:05:00,1,16.100000000001113,1.12806,1.12959,1.13116,15.300000000000313,2.0261437908495536,-1.0,-1.0934640522875798,SL,2
2021-12-31,2021-12-31 08:05:00,1,19.000000000000128,1.130935,1.13051,1.13189,4.250000000001197,2.247058823528871,2.247058823528871,1.9105882352936716,TP,4
2022-01-04,2022-01-04 09:25:00,1,14.100000000001334,1.1301,1.12896,1.13755,11.400000000001409,6.5350877192974,-1.0,-1.1254385964912126,SL,1
2022-01-10,2022-01-10 09:00:00,1,26.100000000000012,1.1331799999999999,1.13299,1.13406,1.8999999999991246,4.631578947371681,-1.0,-1.7526315789477152,SL,0
2022-01-10,2022-01-10 09:00:00,1,26.100000000000012,1.1331799999999999,1.13304,1.13351,1.3999999999980695,2.3571428571472754,-1.0,-2.02142857142998,SL,0
2022-01-11,2022-01-11 09:45:00,-1,15.699999999998493,1.133805,1.1347099999999999,1.12847,9.049999999999336,5.895027624309678,-1.0,-1.1580110497237686,SL,1
