tf,ema,fib,rr,n,bruto,zb,neto,zn,coste
240,10,0.5,3.0,3376,0.0035545023696682463,0.11908087672912923,-0.03887140751511298,-1.303064340445652,0.04242590988478123
240,10,0.618,1.0,3363,-0.017543859649122806,-1.0173979173202035,-0.07240771072274195,-4.1950308859004855,0.05486385107361915
240,10,0.618,2.0,3331,0.007805463824677274,0.3178824894150314,-0.04734105912495421,-1.9285883761305753,0.05514652294963147
240,10,0.618,3.0,3290,0.00425531914893617,0.1406985447987099,-0.0512530689974084,-1.696298825758462,0.05550838814634456
240,10,0.705,1.0,3250,-0.015384615384615385,-0.8770268732277456,-0.08715263059124076,-4.9544710018415685,0.07176801520662539
240,10,0.705,2.0,3242,0.052128315854410856,2.072997044813295,-0.019755696791289974,-0.7856573669490907,0.07188401264570082
240,10,0.705,3.0,3223,0.04126590133416072,1.334505327043255,-0.030842634424415902,-0.9981002164698244,0.07210853575857662
240,10,0.786,1.0,3134,-0.042118698149329926,-2.359612534355378,-0.14162906763135746,-7.868967972121758,0.09951036948202753
240,10,0.786,2.0,3129,0.09587727708533078,3.712108272069439,-0.003729460267729367,-0.14406163145232806,0.09960673735306015
240,10,0.786,3.0,3127,0.07962903741605372,2.5073194148953855,-0.020015202789579318,-0.6298529795442497,0.09964424020563303
240,20,0.382,1.0,3974,-0.09864116758933066,-6.247995284605589,-0.1316503372207968,-8.33335978457579,0.03300916963146615
240,20,0.382,2.0,3830,-0.07806788511749348,-3.4900830404700103,-0.1117283071744324,-4.995028887858989,0.03366042205693895
240,20,0.382,3.0,3644,-0.14489571899012074,-5.333010943126672,-0.17932158678097862,-6.602381590802707,0.03442586779085789
240,20,0.5,1.0,3843,-0.06219099661722612,-3.862314991928105,-0.1032850110789833,-6.405447718863645,0.041094014461757165
240,20,0.5,2.0,3782,-0.0370174510840825,-1.6251867262991548,-0.07846901655160433,-3.445050426520614,0.04145156546752185
240,20,0.5,3.0,3661,-0.01666211417645452,-0.5852695483992586,-0.05875474882579497,-2.064590404098875,0.04209263464934046
240,20,0.618,1.0,3660,-0.03333333333333333,-2.0174433980396227,-0.08774097266107692,-5.303178720582198,0.05440763932774356
240,20,0.618,2.0,3627,-0.013234077750206782,-0.565396835915752,-0.06790224602422269,-2.900866090373536,0.05466816827401592
240,20,0.618,3.0,3579,-0.004191114836546521,-0.14494323549705249,-0.0592430899305378,-2.050427028835442,0.055051975093991276
240,20,0.705,1.0,3532,-0.02434881087202718,-1.4472894362461048,-0.09560413276365987,-5.665298616432264,0.0712553218916327
240,20,0.705,2.0,3524,0.0445516458569807,1.8502565074431483,-0.02680922715581051,-1.113094409969764,0.07136087301279122
240,20,0.705,3.0,3504,0.033105022831050226,1.1191560253083148,-0.03846642639211461,-1.300981835633289,0.07157144922316484
240,20,0.786,1.0,3402,-0.04409171075837742,-2.573847598064661,-0.1430534017341025,-8.279496583671033,0.09896169097572508
240,20,0.786,2.0,3397,0.09596702973211657,3.8714166821624216,-0.0030826187578650733,-0.12409866435160886,0.09904964848998163
240,20,0.786,3.0,3395,0.07098674521354933,2.3349654913435245,-0.028097117486231782,-0.9238041582104118,0.09908386269978112
240,50,0.382,1.0,4192,-0.17557251908396945,-11.545544732692484,-0.20978703838711765,-13.765576424181848,0.0342145193031482
240,50,0.382,2.0,4054,-0.16526887025160336,-7.826185528671751,-0.20012825707169368,-9.46919580330441,0.03485938682009033
240,50,0.382,3.0,3864,-0.2443064182194617,-9.69758133809874,-0.2799892060603941,-11.113071185096173,0.03568278784093243
240,50,0.5,1.0,4065,-0.13849938499384995,-8.915187848821338,-0.18092947305859186,-11.611799306861469,0.042430088064741925
240,50,0.5,2.0,4016,-0.11404382470119521,-5.280212924627289,-0.15676101088157754,-7.250423932877234,0.04271718618038236
240,50,0.5,3.0,3892,-0.10277492291880781,-3.8423058943929123,-0.14616824814497772,-5.4630319585761775,0.04339332522616993
240,50,0.618,1.0,3905,-0.11600512163892446,-7.297499939061869,-0.1721674428972526,-10.795370767278424,0.05616232125832818
240,50,0.618,2.0,3875,-0.07019354838709678,-3.1490187920962858,-0.12659548036524798,-5.671323500848524,0.05640193197815121
240,50,0.618,3.0,3840,-0.06354166666666666,-2.3244035654977266,-0.12023091184194566,-4.397012696012017,0.056689245175279
240,50,0.705,1.0,3783,-0.08220988633359767,-5.072912528045686,-0.1557568233847706,-9.55746880833981,0.0735469370511729
240,50,0.705,2.0,3775,-0.026490066225165563,-1.158621434342518,-0.10014039269944813,-4.3721735280612615,0.07365032647428256
240,50,0.705,3.0,3759,-0.014631550944400107,-0.5204179953292689,-0.08845517910423634,-3.143563068107463,0.07382362815983624
240,50,0.786,1.0,3665,-0.10723055934515689,-6.528412896329449,-0.2094361853327777,-12.611498327913012,0.10220562598762079
240,50,0.786,2.0,3660,0.031967213114754096,1.3568657079564679,-0.07032448154800029,-2.9730642219282384,0.10229169466275441
