dia,cierre_min,crt_h4_cer,crt_h4_viva,pos_h4,crt_m15,crt_m15_viva
2020-01-15,685,0,0,0.04761904761909797,0,0
2020-01-15,690,0,1,0.3095238095237403,0,0
2020-02-21,480,0,0,0.22413793103441015,1,0
2020-02-21,485,0,0,0.27586206896539844,0,0
2020-02-21,490,0,0,0.46551724137927736,0,0
2020-02-21,495,0,0,0.6379310344826992,0,0
2020-02-21,500,0,0,1.0,0,0
2020-02-21,505,0,0,1.2413793103448671,0,0
2020-02-21,510,0,0,1.172413793103422,0,0
2020-02-21,515,0,0,1.2758620689653983,0,0
2020-02-21,520,0,0,1.2586206896553243,0,0
2020-02-21,525,0,0,1.1206896551724337,0,1
2020-02-21,530,0,0,1.5172413793102657,1,0
2020-02-21,535,0,0,1.3448275862068437,1,0
2020-02-21,540,0,0,1.22413793103441,1,0
2020-02-21,545,0,0,0.5344827586207227,0,0
2020-02-21,550,0,0,0.24137931034486718,0,0
2020-02-21,555,0,0,1.0689655172414454,0,0
2020-02-21,560,0,0,1.9482758620690117,0,0
2020-02-21,565,0,0,2.051724137930988,0,0
2020-02-21,570,0,0,1.9137931034480977,0,0
2020-02-21,575,0,0,4.258620689654942,0,0
2020-02-21,580,0,0,3.982758620689543,0,0
2020-02-21,585,0,0,3.6896551724136875,0,0
2020-02-21,590,0,0,4.258620689654942,0,0
2020-02-21,595,0,0,4.293103448275856,0,0
2020-02-21,600,0,0,4.327586206896386,0,0
2020-02-21,605,0,0,5.017241379310074,0,0
2020-02-21,610,0,0,4.793103448275664,0,0
2020-02-21,615,0,0,4.603448275861785,0,0
2020-02-21,620,0,0,4.465517241379278,0,1
2020-02-21,625,0,0,4.275862068965399,0,0
2020-02-21,630,0,0,4.586206896551711,0,1
2020-02-21,635,0,0,4.8448275862066525,1,0
2020-02-21,640,0,0,4.310344827585929,1,0
